Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
Have you noticed what he's like and that he wants unchecked power: Harris almost certainly needs Michigan to win.,Kamala Harris,Michigan,1,1,1
Now this Detroit boost would be critical because Harris allies are openly concerned about losing states like Michigan or North Carolina.,Kamala Harris,Michigan,-1,1,-1
"Thanks very much, i think tonight, really interesting job for Kamala Harris.",Kamala Harris,Michigan,1,1,1
"For a while now to a lot of people, I think she's an idea.",Kamala Harris,Michigan,1,0,1
"At the same time, she does have to run a centrist course.",Kamala Harris,Michigan,1,0,1
"This election is going to be decided by the middle, and she's got to make sure those centrist hear something that appeals to them.",Kamala Harris,Michigan,0,1,0
Kamala Harris is going to have to find a way to thread that needle.,Kamala Harris,Michigan,0,0,0
"That's where she has to stay and she has to appeal, while at the same time showing she understands what is happening to the Palestinian people.",Kamala Harris,Michigan,1,0,1
She was one of the most sought after people at those caucuses.,Kamala Harris,Michigan,1,0,1
I think she is speaking tonight and I think that's very interesting because she has an unusual appeal to independent voters.,Kamala Harris,Michigan,1,1,1
She is particularly good at it.,Kamala Harris,Michigan,1,1,1
"One of the interesting things also is she is, outside of Robert Kennedy, the most popular politician amongst Kennedy voters.",Kamala Harris,Michigan,1,1,1
I'm going to look for her to make an appeal to those centrists and those Kennedy voters in Michigan here tonight.,Kamala Harris,Michigan,0,0,0
"And like you heard, Bob, some of those supporters who are likely to lean Democratic are just not satisfied with the position of the Biden and now Harris campaign on those issues.",Kamala Harris,Michigan,-1,-1,-1
They hoped her speech at the convention did some of that.,Kamala Harris,Michigan,0,1,0
"So, Levora, meantime, the Cook Poll also shows Harris with a three-point lead in Michigan that is within the margin of error.",Kamala Harris,Michigan,1,-1,1
"Who's voting for Kamala Harris here: absolutely, no.",Kamala Harris,Michigan,-1,-1,-1
"And I will say, as we put the story together, I was hard pressed to find someone who was voting for Kamala Harris in the Lebanese community in Dearborn that would come on camera because of the fear of being targeted if they spoke out publicly about the way in which they wanted to offer their support.",Kamala Harris,Michigan,-1,-1,-1
"David Plouffe, who's working for the Harris campaign, says all seven swing states are within one point.",Kamala Harris,Michigan,0,0,0
"Have we ever seen so many crucial states so close, no, I went back since 1972 of the final Michigan, Pennsylvania, Wisconsin polls ever been so tight: no, no they have not.",Kamala Harris,Michigan,0,-1,0
"So this may take a while, given the fact that David Plouffe, the senior advisor to the Harris campaign, Sarah says, some of these states are going to be decided by less than a percentage point.",Kamala Harris,Michigan,0,0,0
And they want to remind voters of that as they go into the voting booth.,Kamala Harris,Michigan,0,1,0
"Doug, to what extent are these, the swing voters, the Haley voters, maybe from the primary, so by the way, weren't all registered Republicans, yeah, look, you're talking about the same subset of voters, right: some of them are registered Republicans, some of them are independent, and they're looking for, as Ron said, that permission structure to vote for Harris, but they also wanna hear from Kamala Harris.",Kamala Harris,Michigan,1,1,1
"Who are you and what do you wanna do, and I think that the real vulnerability for the Harris campaign here is that age-old question of the devil you know versus the devil you don't know.",Kamala Harris,Michigan,-1,-1,-1
"There's no doubt about that, there is a really strong sense here that Kamala Harris is simply off the table.",Kamala Harris,Michigan,-1,0,-1
"Now, that's not going to be true for everyone, she will get some votes in Dearborn amongst the Muslim community.",Kamala Harris,Michigan,1,1,1
Kamala now sees the benefit of deportation.,Kamala Harris,Michigan,0,1,0
She wants to deport people.,Kamala Harris,Michigan,-1,0,-1
"She's vicious, she wants to deport people.",Kamala Harris,Michigan,-1,-1,-1
And she wants to start by deporting Brett Baer Fox.,Kamala Harris,Michigan,-1,0,-1
"He's much funnier, unscripted, you've got to go for a few rounds at the comedy cellar, you know, anyways, Joe, what did you make of last night: of course, Vice President Harris was not there.",Kamala Harris,Michigan,0,1,0
"She called out her husband for having an affair, and Tim Walz for not being a real man.",Kamala Harris,Michigan,-1,0,-1
"Look, he's leading Kamala Harris among Catholic voters.",Kamala Harris,Michigan,-1,0,-1
"During her speech at last night's Democratic National Convention, she took a stance on the humanitarian crisis.",Kamala Harris,Michigan,1,-1,1
We talked to both Arab and Jewish leaders throughout the state of Michigan and asked them their thoughts on VP Kamala Harris's comments on the war in Gaza as she accepted the Democratic nomination for president at last night's Democratic National Convention.,Kamala Harris,Michigan,0,-1,0
But Harris out of this about Israel saying the country has the right to defend itself.,Kamala Harris,Michigan,0,0,0
Hamad was a part of the abandoned Biden movement which wanted voters to turn away from Biden and vote uncommitted now he said since Biden has dropped out of the race and Harris is the nominee.,Kamala Harris,Michigan,-1,-1,-1
They are undecided on who they will vote for.,Kamala Harris,Michigan,0,-1,0
"On the other hand, Harris has a much higher negative rating at 54%, compared to her 45% positive, which leaves her with a net favorability of minus 9%.",Kamala Harris,Michigan,-1,-1,-1
"But in addition to the tightening poles, Kamala Harris is facing several setbacks in Michigan.",Kamala Harris,Michigan,-1,0,-1
"This omission is a notable loss for Harris, given the influence of unions in Michigan's political landscape.",Kamala Harris,Michigan,-1,-1,-1
The Harris campaign has privately expressed concerns about losing Michigan.,Kamala Harris,Michigan,-1,-1,-1
This scenario has raised alarms within the Harris camp as the Midwest becomes increasingly competitive.,Kamala Harris,Michigan,-1,-1,-1
Harris's chances have decreased by 9 points over the past week.,Kamala Harris,Michigan,-1,-1,-1
"So I was going to support whomever, Vice President Harris picked.",Kamala Harris,Michigan,1,1,1
"And I want to make sure that we elect President Harris, but also elect a U.S. Senator who's going to work with her, not try to undermine her agenda.",Kamala Harris,Michigan,1,1,1
"What's it going to take for the Harris and the Waltz ticket to secure Michigan this November, you know, it's not magic, right: it's showing up.",Kamala Harris,Michigan,0,1,0
She's going to set an agenda that gives everyone opportunity.,Kamala Harris,Michigan,1,1,1
And she recognizes how critical the state of Michigan is.,Kamala Harris,Michigan,0,-1,0
So I anticipate we will see her and her running mate frequently here and we'll be on the ground doing everything we can.,Kamala Harris,Michigan,0,0,0
Now we'll be voting for Kamala Harris for President of the United States.,Kamala Harris,Michigan,1,1,1
There's no question at the very least she will preserve our democracy and that's what this is about.,Kamala Harris,Michigan,1,1,1
"Abandoned Harris, a group critical of the vice president, has endorsed Green Party candidate Jill Stein, with specific intention to remove support from the Democratic Party.",Kamala Harris,Michigan,-1,1,-1
We could deny Kamala Harris the state of Michigan.,Kamala Harris,Michigan,-1,-1,-1
They have to see the real Kamala Harris.,Kamala Harris,Michigan,0,0,0
Kamala Harris today is doing a big push with local media as part of her closing argument.,Kamala Harris,Michigan,1,-1,1
That's where a new poll from the Detroit News and WDIV TV says Vice President Harris is up three points.,Kamala Harris,Michigan,1,0,1
"Is Kamala Harris going to win Michigan: i think so, but Chris, we're making, we're leaving nothing to chance.",Kamala Harris,Michigan,1,1,1
She's got receipts on the issues that matter to Michiganders.,Kamala Harris,Michigan,1,0,1
And Kamala Harris embodies that.,Kamala Harris,Michigan,1,0,1
Her focus on helping the middle class and ensuring people have affordable places to live can make their own decisions about their bodies and onshore and supply chains so everyone gets a good paying job.,Kamala Harris,Michigan,1,1,1
"Harris campaign manager, Jen O'Malley-Dillon, was on MSNBC this morning.",Kamala Harris,Michigan,0,0,0
"She has lived a normal life like most of us have, right: she took care of her mom when she was dying of cancer, just like I happened to.",Kamala Harris,Michigan,1,1,1
Kamala Harris worked an hourly job to help pay her way through school.,Kamala Harris,Michigan,1,1,1
