Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"So why she wasn't there, there were some awesome folks who were there to really, you know, stand up and say, look, we're supporting the Kamala Harris wall ticket.",Kamala Harris,Arizona,-1,-1,-1
Kamala Harris is proving to be a far more competent and stronger candidate than many thought.,Kamala Harris,Arizona,-1,1,1
And it's like Kamala Harris's entire record just doesn't doesn't matter.,Kamala Harris,Arizona,-1,-1,-1
"And from that point, when Kamala Harris was attorney general, she went after drug smugglers, human traffickers.",Kamala Harris,Arizona,1,1,1
She has a history.,Kamala Harris,Arizona,1,0,1
"Harris visited Arizona on Thursday evening and delivered remarks at the Rawhide Event Center in Chandler, Arizona.",Kamala Harris,Arizona,-1,0,0
This rally follows Harris's appearances on several television shows and podcasts throughout the week.,Kamala Harris,Arizona,1,0,0
Harris honored the late Republican Senator John McCain of Arizona.,Kamala Harris,Arizona,-1,1,1
Harris recalled about the Senate vote.,Kamala Harris,Arizona,1,0,0
"Harris asserted that under her leadership, women would retain the right to choose.",Kamala Harris,Arizona,1,1,1
"The government should not be telling her what to do, Harris stated, currently in Arizona, abortion is legal for up to 15 weeks, but thereafter, it is permitted only in medical emergencies, with no exceptions.",Kamala Harris,Arizona,1,0,0
She also discussed the importance of preserving tribal rights and responsible water policy.,Kamala Harris,Arizona,0,1,1
"Phoenix, Phoenix is Harris country.",Kamala Harris,Arizona,1,0,1
The future that Vice President Harris can build.,Kamala Harris,Arizona,1,0,0
We will continue to prosper under President Harris.,Kamala Harris,Arizona,1,0,1
"Send Vice President Harris and Governor Walz to the White House, thank you, we will continue toizz crown day by day.",Kamala Harris,Arizona,-1,1,1
She will protect abortion access. She will defend our freedom.,Kamala Harris,Arizona,1,1,1
Kamala Harris is not going to be able to accomplish such.,Kamala Harris,Arizona,-1,1,-1
She's most likely going to win by about 10 points at most.,Kamala Harris,Arizona,0,1,1
Kamala Harris will triumph by rather less than 15.,Kamala Harris,Arizona,1,1,1
"Obama, Clinton, and Biden, the last three Democratic nominees, each get about 17 points, harris simply isn't performing as well as the prior three nominees, though.",Kamala Harris,Arizona,1,-1,-1
"Though she hasn't cracked 15, Kamala Harris is doing better.",Kamala Harris,Arizona,-1,1,1
And thus this is yet another aspect of Harris failing Biden from four years ago.,Kamala Harris,Arizona,1,-1,-1
"Furthermore, if you additionally review the polling here, two recent left leaning polls released explain why she is up by such a great margin.",Kamala Harris,Arizona,-1,1,1
"Furthermore, merely using common sense here, Kamala Harris cannot truly win a state Biden won by such a narrow margin.",Kamala Harris,Arizona,-1,-1,-1
"Apart from a very brief moment at the Democratic Convention when she peaked, Kamala Harris never led in Arizona.",Kamala Harris,Arizona,-1,0,-1
"The point is, I was just picturing it, the point is if you elect Kamala and Tim, they will not be focused on their problems, they will be focused on yours.",Kamala Harris,Arizona,1,1,1
Why should it work for the President of the United States: but the good news is that Kamala Harris does not have concepts of a plan.,Kamala Harris,Arizona,1,1,1
She has an actual plan to make your life better.,Kamala Harris,Arizona,1,1,1
"And that's why you've got to vote, and to help her do it, she needs a Senate full of public servants like Ruben Gallego.",Kamala Harris,Arizona,1,1,1
"Either way, it's Arizona Republicans for Harris.",Kamala Harris,Arizona,1,0,1
"So Democrats are saying that your dad, John McCain, would back Kamala Harris if he were still here today.",Kamala Harris,Arizona,1,0,1
"No way around, would he back Kamala.",Kamala Harris,Arizona,-1,-1,-1
He liked her.,Kamala Harris,Arizona,1,1,1
And he had really lovely things to say about her.,Kamala Harris,Arizona,1,1,1
And she was actually someone who like called him when he was dying.,Kamala Harris,Arizona,1,1,1
"Mm-hmm, and I have never- I met Vice President Harris once when she was a guest when I was still working at The View.",Kamala Harris,Arizona,-1,0,0
I do not believe that he would have endorsed Vice President Harris for just- I'm going to give you two reasons that are easy for the radio.,Kamala Harris,Arizona,0,1,-1
And I looked at a clip of vice president Harris today with Liz Cheney and Maria Shriver and they look miserable.,Kamala Harris,Arizona,0,-1,-1
Vice President Harris will be in Arizona on Friday.,Kamala Harris,Arizona,1,0,0
"And then when there seemed to be a big bunch of momentum for Vice President Harris, told the Harris supporters, you know, probably not.",Kamala Harris,Arizona,-1,1,1
"I wouldn't rest easy, and they certainly aren't, as the Vice President is going to be in Arizona on Friday campaigning.",Kamala Harris,Arizona,0,0,0
"Well, Vice President Harris got it.",Kamala Harris,Arizona,-1,1,1
And I am up early walking Monty because I'm going to a Harris rally today.,Kamala Harris,Arizona,0,0,0
"They are committed to lowering costs, protecting our rights and ensuring that we all have an opportunity not just to get by, but to get ahead.",Kamala Harris,Arizona,-1,1,1
"Our freedom and our future and the only way forward, the only way forward is to elect Kamala Harris as our next president.",Kamala Harris,Arizona,1,1,1
"The Harris campaign is all about getting high, big name celebrity sort of endorsers and, you know, making carefully crafted statements and speeches and public events that are meant to signal to this community that Harris would be better.",Kamala Harris,Arizona,1,1,1
"I wonder if Klitschko is going to get a call from the Harris campaign at some point, right: finally, interference.",Kamala Harris,Arizona,1,0,0
She said she's running as an underdog.,Kamala Harris,Arizona,1,0,0
"Okay, but Arizona and again, you know, take it with a grain of salt, but she she leads plus three in Arizona.",Kamala Harris,Arizona,1,1,1
Kamala Harris finished up her speech in Glendale.,Kamala Harris,Arizona,1,0,0
"What were your impressions: well, I thought it was interesting and I thought that Kamala did a lot better than we all expected her to do.",Kamala Harris,Arizona,1,1,1
You should have taken a gun along with her records.,Kamala Harris,Arizona,1,-1,-1
Members of Latino group Lucha even meeting Sunday unanimously endorse Harris.,Kamala Harris,Arizona,1,1,1
Patino noting Harris's personal story is inspiring to younger voters of color.,Kamala Harris,Arizona,1,1,1
"They may not agree with all her policies and the things that she has done specifically around her prosecution record, but it's just that she's a woman of color and she has made it that far.",Kamala Harris,Arizona,1,-1,1
Harris has said she would extend President Biden's executive actions that restrict asylum.,Kamala Harris,Arizona,0,-1,0
She would ramp up prosecutions against those who cross the border illegally.,Kamala Harris,Arizona,1,0,0
It was great to have her there.,Kamala Harris,Arizona,1,1,1
"She got to meet with elected leaders, talk about these issues specifically and how it affects Arizona, the state of Arizona.",Kamala Harris,Arizona,-1,0,0
"Hey, she's a prosecutor.",Kamala Harris,Arizona,0,0,0
"She's a border senator, a border attorney general.",Kamala Harris,Arizona,-1,0,0
She knows how to handle these issues.,Kamala Harris,Arizona,1,0,1
"So, yeah, I mean, she's she's prepared on day one to deal with this issue.",Kamala Harris,Arizona,-1,1,1
She said she would sign that legislation into into law.,Kamala Harris,Arizona,0,0,0
"That's not the situation here, i mean, she is trying to manage and will try to manage a situation at our southern border that often gets chaotic and can get to a crisis.",Kamala Harris,Arizona,1,1,1
So she's committed to working on this issue.,Kamala Harris,Arizona,1,1,1
We had some productive conversations and she's ready to deal with this on day one.,Kamala Harris,Arizona,1,1,1
"Of course, the vice president also put a focus on that this week, saying she would raise corporate taxes to pay for her economic plans.",Kamala Harris,Arizona,0,0,0
"The nonpartisan tax foundation estimates that raising the corporate tax rate to 28 percent, which Harris has proposed, will cost jobs, reduce wages and hurt economic growth.",Kamala Harris,Arizona,1,-1,1
Kamala Harris is focused on bringing down costs for Americans and American families on child care and health care on prescription drugs.,Kamala Harris,Arizona,-1,1,1
She cares about families.,Kamala Harris,Arizona,1,1,1
"Kamala Harris certainly helps Democratic hopes to retain the White House, but how much does Harris help the hopes of Arizona Democrats: retiring politician Joe Biden's endorsement of hers certainly helped bring in the cold hard cash as she pointed out yesterday.",Kamala Harris,Arizona,1,1,1
