Sentences,Presidential_Candidate,State,Annotator_1,Annotator_2,Annotator_3,Final Annotation,Action
So I don't know if Kamala really kind of has many more opportunities.,Kamala Harris,Pennsylvania,0,1,0,0,Keep
They don't seem to want to do another debate.,Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
She certainly has shown no indication that she's going to go on a freewill interview spree.,Kamala Harris,Pennsylvania,0,0,1,0,Keep
"So the fact that somebody said even recently, like I guess Kamala changed her opinion about fracking.",Kamala Harris,Pennsylvania,0,1,0,0,Keep
Former President Trump also in Pennsylvania last night making his pitch to voters at a town hall event that took an unusual turn Senior national correspondent tremor and has the details.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"Good morning, Terry Good morning, George Donald Trump came here to the suburbs of Philadelphia one of the critical battlegrounds in this battleground state looking for votes But as you say that town hall event that he held quickly turned into something very different when the candidate turned into a DJ a overnight Donald Trump in his 11th trip to must win, Pennsylvania Urged his supporters to turn out on election day.",Donald Trump,Pennsylvania,1,0,0,0,Keep
How about this: we'll play YMCA Trump kept DJing and most of his supporters stayed for another 30 minutes of his place People Inside the hall seemed to like it very much at the end Trump did something he rarely does he came down off the stage and Mangled with the crowd shaking hands and chatting with people.,Donald Trump,Pennsylvania,1,1,1,1,Keep
"Specifically, we're looking at Kamala Harris's chances, and one state that has everyone on edge, Pennsylvania.",Kamala Harris,Pennsylvania,0,0,1,0,Keep
"But this article doesn't hold back, it straight up calls out the Harris campaign for being, quote, poorly run in Pennsylvania.",Kamala Harris,Pennsylvania,-1,1,-1,-1,Keep
"So alienating local leaders in Philadelphia, it's not a good look for the Harris campaign.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"Really: yeah, like there's this underlying sense that this lack of engagement with local leaders, it's a pattern for the Harris campaign, not just limited to Philadelphia.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
So they're stepping on toes all over the state.,Kamala Harris,Pennsylvania,-1,0,0,0,Keep
And it's not like they don't have strong allies in Pennsylvania.,Kamala Harris,Pennsylvania,0,0,-1,0,Keep
They highlight this meeting that Harris's campaign had with Latino leaders.,Kamala Harris,Pennsylvania,0,1,0,0,Keep
"And is the Harris campaign doing that: well, based on this article, there are definitely some doubts.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"Because time is running out, with the election just weeks away, is there enough time for the Harris campaign to salvage their chances in Pennsylvania, or is this a sign of larger problems within the campaign: it's hard to say for sure.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"This narrow margin reflects a competitive race, with Trump staying within striking distance, showcasing his resilience and ability to maintain strong support in Pennsylvania.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"This razor-thin margin demonstrates that Pennsylvania is highly competitive, and Trump remains a formidable challenger capable of gaining ground.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"This poll shows a closer race, indicating that Trump is capable of gaining more support among registered voters as the election date nears.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"This shift in Trump's favor reflects his ability to rally voters and gain momentum, indicating that Pennsylvania remains a battleground state where Trump is making strong inroads.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"This result highlights Trump's continued momentum and ability to appeal to a broad cross-section of voters, keeping him highly competitive in Pennsylvania.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"This close result demonstrates that Trump is in a strong position heading into the final stretch of the campaign, with Pennsylvania shaping up to be a critical battleground.",Donald Trump,Pennsylvania,1,1,-1,1,Keep
"The optics look great, he was great.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"He's a billionaire, big, uh, real estate tycoon, whatever, but he's still to us, one of us.",Donald Trump,Pennsylvania,1,0,1,1,Keep
"Like I said, he could volunteer to rescue puppies and kittens and they would still try to find a way to say he did something wrong.",Donald Trump,Pennsylvania,1,-1,-1,-1,Keep
He could be out there picking up litter trash.,Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
"It don't matter, they would say he did something wrong.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"Okay, so talking about all you Trump supporters are being negative and violent.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"There are reports suggesting Trump worked at him at Donald's, but that's not quite right because there's differences between work and stage theatrics.",Donald Trump,Pennsylvania,0,0,-1,0,Keep
Kamala Harris is locking down food network voters.,Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
Her love of cooking and dreams of opening a restaurant are relatable to America's foodies.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"Thank you, i want to take a look at the Trump store.",Donald Trump,Pennsylvania,0,1,0,0,Keep
"Okay, so he comes to you from the common sense perspective and then he comes to you from the business perspective and real people can recognize that we see what's going on.",Donald Trump,Pennsylvania,0,0,0,0,Keep
We see how Trump is different from your regular political person who was just an actor at best and not even a good actor.,Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
"So, president Trump, thank you, hello everybody.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"Okay, and we got a picture of Trump out the window waving.",Donald Trump,Pennsylvania,0,0,1,0,Keep
And then this iconic picture of the staff leaving when Trump won hilarious.,Donald Trump,Pennsylvania,0,1,1,1,Keep
"If it's a cheap stunt, then you got a picture of Kamala literally flipping burgers.",Kamala Harris,Pennsylvania,0,-1,-1,-1,Keep
Trump is set to hold a major rally with GOP candidates tomorrow night.,Donald Trump,Pennsylvania,0,1,0,0,Keep
He has peddled former President Donald Trump's false claims about the 2020 election.,Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
"Back to Trump for a second, rachel, he's traveling to the state on Saturday for a rally with those top Republican candidates.",Donald Trump,Pennsylvania,1,0,0,0,Keep
"Back to my previous point, there's such a thing as a good resignation, right: she knew when she pulled out earlier.",Kamala Harris,Pennsylvania,1,0,0,0,Keep
"It was a good idea, right: it kind of worked out well for her.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"When Kamala was Vice President, she got a 28% approval rate, which is lower than, I think it was Mike Pence, lower than Dick Cheney, and lower than Biden.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
She's got the lowest ever polling for things like that.,Kamala Harris,Pennsylvania,-1,-1,0,-1,Keep
She got the lowest ever on record.,Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
They want us to believe she's popular.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"But now that Kamala is there, everything she's done has been really well scripted.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"It's been really slick and polished, she hasn't had to face an election debate yet.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"She's going to have to do all the press conference, which she has refused to do.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"And you know, this whole talk about project 2025 and they're just trying to attach that to Trump and they're saying that that has nothing to do with Trump.",Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
So and Trump is planning to still attend per his advisors.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"So yeah, so that happened, i also wanted to take a moment out and read the statement that Trump made on Twitter.",Donald Trump,Pennsylvania,0,0,1,0,Keep
"I know that people don't like Trump, but I don't have any hatred for him at all.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"Another disastrous speech by Donald Trump, this one in Harrisburg, Pennsylvania, you hear him there bragging about the mugshot based on the felonies he was accused of in Georgia.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
So he wants to share the story of Hannibal Lecter again here.,Donald Trump,Pennsylvania,0,1,0,0,Keep
"But when I say Hannibal Lecter, they say, why does he keep mentioning it, because Hannibal Lecter was a serious psycho, right: he was the Silence of the Lands.",Donald Trump,Pennsylvania,-1,0,0,0,Keep
"He's great, he's a Trump voter.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"I don't think we have to worry about him, do we: he's a Trump voter all the way.",Donald Trump,Pennsylvania,-1,0,0,0,Keep
"Ergo, she's tough on crime.",Kamala Harris,Pennsylvania,0,0,-1,0,Keep
"Play the clip, she wasn't tough on crime.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
Kamala is the new fighter.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"He then says the reason that he loses is because Democrats cheat, play the clip.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
Then Donald Trump praises the crowd size on January 6th.,Donald Trump,Pennsylvania,1,0,0,0,Keep
"He's horrible, it's insurrection.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"Now, trump then talks about how he's been accused of throwing hamburgers on the wall.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"It's all there publicly, but Donald Trump's gonna, Donald Trump, meaning he's just gonna go out there and lie.",Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
And then Donald Trump shortly thereafter calls Pennsylvania a state instead of a commonwealth.,Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
He would call it a state often.,Donald Trump,Pennsylvania,0,0,0,0,Keep
And Alina Habba was the person who spoke before Donald Trump.,Donald Trump,Pennsylvania,0,0,0,0,Keep
And this is par for the course for Alina Habba and Trump surrogates.,Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
And this is the first time that I've ever seen a Trump surrogates.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"And Donald Trump, if you look at the Venn diagram, is both a rapist and a fraudster.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"He also has a Fulton County mugshot, ""'his own sneaker line and three baby mamas. ""'",Donald Trump,Pennsylvania,0,0,0,0,Keep
"Go and vote, former President Donald Trump at the Greater Philadelphia Expo Center in Oaks last night for a town hall, he took questions from the crowd for about 90 minutes with South Carolina's Senator Kristi Noem serving as moderator.",Donald Trump,Pennsylvania,0,0,0,0,Keep
The Trump campaign estimated 5 to 6000 people were here for this event.,Donald Trump,Pennsylvania,0,0,0,0,Keep
Trump stopped taking questions during those times requesting Ave Maria be played the first time an instrumental version came on.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"She rallied voters in Erie, telling the crowd the region is one of the most influential in presidential elections with the vote in Erie County, often predicting the national result.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
Harris also touched on some hot topics of this year's race like abortion.,Kamala Harris,Pennsylvania,1,0,0,0,Keep
Harris will return to the Keystone state tomorrow for a campaign event in Philadelphia.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
I know Kamala Harris can be that president for the entire nation and certainly for the good people of Pennsylvania.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
There's polling that showed today Kamala Harris up by a point.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"I mean, right before they went to the DNC in Chicago, they weren't in Philly or Pittsburgh.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"And I love Philly and Pittsburgh, but they went to rural Beaver County.",Kamala Harris,Pennsylvania,1,1,0,1,Keep
I want to just get your reaction to something that Donald Trump says a lot about Jewish Americans.,Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
