Sentence,Candidate,State,Vote 1,Vote 2,Final Sentiment
So when you look at the Harris campaign they've taken so many different stops in rural deep red areas of Pennsylvania that from an outsider perspective you're thinking why are they spending their time.,Kamala Harris,Pennsylvania,0,-1,0
Where eating into those margins both in the city of Pittsburgh but really Allegheny County these areas that Harris needs a maximum voters in order to win Pennsylvania.,Kamala Harris,Pennsylvania,0,1,0
It took a little while for Kamala Harris to announce her economic policy handbook.,Kamala Harris,Pennsylvania,0,0,0
And then you know Trump has always run as an economic populist since he walked down that golden escalator nine years ago I guess almost a decade since he's been on the political scene.,Donald Trump,Pennsylvania,-1,0,0
"We're not going back, the Harris campaign says Walz beat out eight others for the job.",Kamala Harris,Pennsylvania,1,0,0
"Make no mistake, violent crime was up under Donald Trump.",Donald Trump,Pennsylvania,-1,-1,-1
That's not even counting the crimes he committed.,Donald Trump,Pennsylvania,-1,1,-1
"I really believe that, because while yes, Harris, if she loses Pennsylvania, it becomes very difficult for her to win.",Kamala Harris,Pennsylvania,-1,0,-1
"So Harris, if she wins it, I really think she's got the presidency.",Kamala Harris,Pennsylvania,1,1,1
"But if she loses it, well, it becomes very difficult.",Kamala Harris,Pennsylvania,-1,-1,-1
"If he loses Pennsylvania, he's done.",Donald Trump,Pennsylvania,-1,-1,-1
"But do you really believe that Kamala Harris has more appeal to blue collar voters that most of them were Democrats just 10 years ago than Joe Biden did, especially in Pennsylvania, really: if you have to rely on Kamala Harris for white working class appeal, you're screwed.",Kamala Harris,Pennsylvania,0,-1,0
"This idea that she's going to magically do better than Joe in places like Scranton, Erie, even Pittsburgh, maybe the suburbs, maybe, but do you think the average blue collar voter in Bucks County or even Philly, do you believe those voters, who they might have voted for Joe back in 2020, do you think they're going to vote for Harris: no, they're not going to.",Kamala Harris,Pennsylvania,-1,0,0
"It's over here, it's no, he can afford to lose.",Donald Trump,Pennsylvania,0,-1,0
Mind you when it comes to policies socioeconomic status his race well every fucking thing about him he is not a victim and nor is the majority of his fans but shit now they are I guess because you know the right wing spin factory is a fucking machine.,Donald Trump,Pennsylvania,-1,-1,-1
"Mr. Pittsburgh, how are you: he urged them to embrace women in power and to pick Kamala Harris as their next President.",Kamala Harris,Pennsylvania,0,1,1
"Barack Obama wanted to gather more support for Vice President Kamala Harris, but he's managed to do the opposite.",Kamala Harris,Pennsylvania,0,1,0
"A resurfaced clip from 2019 is blowing up, it's reminding everyone about her nutty anti-fracking stance.",Kamala Harris,Pennsylvania,-1,0,-1
"Now with Pennsylvania in place, she's trying to backpedal.",Kamala Harris,Pennsylvania,-1,0,-1
You see back then Harris was proudly declaring that climate change is the single greatest threat facing our world today.,Kamala Harris,Pennsylvania,0,1,0
"Bullshit, bullshit, bullshit, bullshit, and she wasn't stopping there.",Kamala Harris,Pennsylvania,-1,-1,-1
She was saying also that she was committed to passing the Green New Deal.,Kamala Harris,Pennsylvania,0,1,0
"But who how times have changed, as soon as Kamala set her sights on the White House, things got, shall we say, flexible.",Kamala Harris,Pennsylvania,0,1,0
"That's what she said, what I have seen is that we can we can grow and we can increase a thriving clean energy economy without banning fracking.",Kamala Harris,Pennsylvania,0,1,1
She's just trying to get the votes.,Kamala Harris,Pennsylvania,-1,0,0
And Harris currently holds a razor thin lead here.,Kamala Harris,Pennsylvania,1,0,0
It's very good work for the people that Kamala Harris traditionally doesn't give a shit about.,Kamala Harris,Pennsylvania,-1,1,1
"And get this, this latest gaffe might just cost her.",Kamala Harris,Pennsylvania,-1,0,-1
Kamala is lying to the people for their votes about their very livelihood.,Kamala Harris,Pennsylvania,-1,-1,-1
She's lying to them and hoping that she'll get through to them with the lie so that she can put them out of work.,Kamala Harris,Pennsylvania,-1,-1,-1
"Even that's a bold place lie, but she threw out some more words out because he didn't have an answer.",Kamala Harris,Pennsylvania,-1,1,-1
"When Trump was asked the question, he very succinctly said, drill baby drill.",Donald Trump,Pennsylvania,0,0,0
"Kamala Harris gives this lavish lifestyle mostly off of her campaign donations, wearing $900 shoes, $3,000 dresses and jewelry that cost more than my car.",Kamala Harris,Pennsylvania,-1,0,-1
She doesn't give a rat's ass about you and your grocery bill.,Kamala Harris,Pennsylvania,-1,1,-1
"So, earlier this week, we traveled to Pennsylvania as part of our tour for survey and fact-finding on the supporters and donors working toward the actualization of Kamala Harris and Tim Walz's presidential victory.",Kamala Harris,Pennsylvania,0,1,0
"During our visit, we discovered that Kamala Harris has garnered significant support from some of the wealthiest individuals in Pennsylvania, including several billionaires.",Kamala Harris,Pennsylvania,0,1,1
"These influential figures, driven by various political, social, and economic interests, have made substantial contributions to Harris' campaign.",Kamala Harris,Pennsylvania,1,1,1
"Friedman's $750,000 donation to Harris is driven by his support for technological advancements and cybersecurity, both of which Harris has championed.",Kamala Harris,Pennsylvania,1,1,1
"Her $1 million donation to Harris' campaign underscores her commitment to environmental protection and sustainable energy, issues Harris has consistently prioritized.",Kamala Harris,Pennsylvania,1,1,1
Patel believes that Harris' approach to housing policy will address the needs of the growing urban population and provide more opportunities for homeownership.,Kamala Harris,Pennsylvania,0,1,1
"His substantial donation is aimed at supporting Harris' vision of creating more equitable and thriving urban communities across the country, ensuring that economic growth benefits all citizens, regardless of their socioeconomic status.",Kamala Harris,Pennsylvania,1,1,1
Martinez sees Harris as a leader who understands the complexities of the healthcare system and is committed to making it more inclusive.,Kamala Harris,Pennsylvania,0,1,1
Her donation reflects her support for Harris' efforts to expand healthcare access and improve the quality of care for all Americans.,Kamala Harris,Pennsylvania,1,1,1
Martinez' contribution underscores her belief that Harris' policies will lead to a healthier and more equitable society.,Kamala Harris,Pennsylvania,1,0,1
King believes that a free and independent press is essential to democracy and sees Harris as a defender of journalistic integrity.,Kamala Harris,Pennsylvania,0,1,0
"Harris' policies on expanding healthcare access and funding medical research resonate with John's vision for the future of healthcare, motivating her substantial donation.",Kamala Harris,Pennsylvania,1,1,1
John believes that Harris' leadership will foster an environment where medical advancements are not only encouraged but also made available to all citizens.,Kamala Harris,Pennsylvania,1,0,1
Her contribution is aimed at supporting Harris' efforts to improve healthcare outcomes and make cutting-edge treatments more affordable and accessible.,Kamala Harris,Pennsylvania,1,1,1
"8, thomas Reid ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ $3 million Thomas Reid, a prominent figure in Pennsylvania's energy sector, has donated $3 million to Kamala Harris' campaign.",Kamala Harris,Pennsylvania,0,1,0
"His donation reflects his desire to see a continued focus on sustainable energy policies under Harris' leadership, with the goal of reducing the nation's dependence on fossil fuels and transitioning to a more environmentally friendly energy grid.",Kamala Harris,Pennsylvania,1,1,1
"7, michael Ruby ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ $3 million ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ $500,000 Michael Rubin, the co-owner of Fanatics and the Philadelphia 76ers, has pledged $3.5 million to support Harris' presidential bid.",Kamala Harris,Pennsylvania,0,1,0
Lin believes that Harris' economic policies will create a fairer financial system and provide more opportunities for individuals to succeed.,Kamala Harris,Pennsylvania,1,1,1
"His contribution is aimed at ensuring that Harris has the resources to implement her economic policies, which Lin believes will create a more equitable economy.",Kamala Harris,Pennsylvania,1,1,1
Morgan has long been a proponent of labor rights and sees Harris as a leader who will prioritize the needs of workers.,Kamala Harris,Pennsylvania,1,0,1
Cooper believes that Harris' policies on affordable housing will help alleviate the burden on low-income families and create more opportunities for homeownership.,Kamala Harris,Pennsylvania,1,1,1
Cooper's donation reflects his belief that Harris' leadership is crucial to solving the nation's housing challenges.,Kamala Harris,Pennsylvania,1,1,1
