Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"More progressive, yes, and yet coffee with local political activist Samra Luchman should alarm the Harris campaign.",Kamala Harris,Michigan,-1,1,-1
"And on the other hand, you have Kamala and all these promises she's making.",Kamala Harris,Michigan,0,1,0
"Like, she hasn't... She had time to do them. And I don't think she's going to.",Kamala Harris,Michigan,-1,1,-1
"Harris aims to win their hearts by emphasizing her administration's actions, like extending legal status to Lebanese citizens.",Kamala Harris,Michigan,1,1,1
People just don't feel like Bidenomics is working for them at this point and Kamala Harris has been a big part of that.,Kamala Harris,Michigan,-1,-1,-1
"Kamala Harris knows who she's fighting for, too.",Kamala Harris,Michigan,1,-1,1
"She took care of her mom, who also battled cancer.",Kamala Harris,Michigan,1,-1,1
"As president, she'll fight to lower the cost of health care and elder care for every family.",Kamala Harris,Michigan,1,1,1
She's lived a life like ours.,Kamala Harris,Michigan,1,1,1
She knows us.,Kamala Harris,Michigan,1,0,1
"But Kamala Harris, she gets us.",Kamala Harris,Michigan,1,0,1
She sees us.,Kamala Harris,Michigan,1,0,1
She is us.,Kamala Harris,Michigan,1,0,1
"She has visited a black church, she attended a Sunday service there, she's due to stop by a couple of local businesses and then the main event will be here at a rally at a university in the city of East Lansing.",Kamala Harris,Michigan,0,-1,0
"Now with that in mind, Kamala Harris made a detour on her way to Michigan.",Kamala Harris,Michigan,0,0,0
"And I wonder what it is as they introduce Kamala Harris' running mate to the nation, as he introduces himself, what you want people to know about Tim Walz, other than the flannel shirts, which I understand are real.",Kamala Harris,Michigan,0,1,0
"Reuters has Harris with a three-point advantage here, and USA today has Harris with a one-point lead.",Kamala Harris,Michigan,1,1,1
"Inside Team Harris' unusual levels of finger pointing, this is a very long article, Tom.",Kamala Harris,Michigan,-1,0,-1
"And so this race is probably pretty tight, i know other polls have Harris ahead a little bit.",Kamala Harris,Michigan,1,1,1
"You know, in this poll, we ask questions about how voters in Michigan view President Biden and how they view Vice President Harris, what kind of job approval they each have.",Kamala Harris,Michigan,0,1,0
Now Harris is doing a bit better.,Kamala Harris,Michigan,1,1,1
And that means that women are supporting Kamala Harris by double digits.,Kamala Harris,Michigan,1,1,1
"So if we look, Harris is ahead by 13 points among women.",Kamala Harris,Michigan,1,0,1
"You know, 51 percent, a clear majority of women are supporting her.",Kamala Harris,Michigan,1,1,1
We've got a remade presidential election going on now that Harris is on top of the ticket.,Kamala Harris,Michigan,1,1,1
"You even had to throw things out about how people viewed Kamala Harris, because she is getting a completely new introduction to the electorate that didn't exist before.",Kamala Harris,Michigan,0,0,0
There's so many people now who have seen her on a much broader stage that those numbers had to be thrown out.,Kamala Harris,Michigan,1,0,1
"They don't deserve to die like this, that is why we are abandoning Harris.",Kamala Harris,Michigan,-1,1,-1
"Kamala Harris has won some support from the community, including an endorsement from MAGA.",Kamala Harris,Michigan,1,1,1
"But if a protest vote swells at the polls, it could cost her big.",Kamala Harris,Michigan,-1,-1,-1
"Our votes are going to be counted, and inshallah, Harris is going to lose because of us.",Kamala Harris,Michigan,-1,-1,-1
"I mean, a month ago, Kamala Harris was up by two points.",Kamala Harris,Michigan,1,0,1
She's up by less than a point.,Kamala Harris,Michigan,1,0,1
The chance that Kamala Harris wins if she wins Michigan is north of 80%.,Kamala Harris,Michigan,1,1,1
"Jamal, you heard Vice President Harris once again declining to say what she would have done differently from President Biden.",Kamala Harris,Michigan,-1,0,-1
"Is her answer the right one at this point: you know what, I think it is the right one because the attack on Kamala Harris right now is about comparing past statements to current statements.",Kamala Harris,Michigan,1,-1,1
"What does she believe: if she changes something about what happened with the president, the former, the current I imagine the Republicans will then attack her about that.",Kamala Harris,Michigan,-1,-1,-1
"Here's what she's doing that's very good though in Michigan: She's on the front foot, She's traveling around the state.",Kamala Harris,Michigan,1,1,1
"She went here to Lansing and now she's here in Detroit, right: she's been moving across the state.",Kamala Harris,Michigan,1,0,1
"Meredith, it's interesting, on Jamal's point, you know, previously she just wouldn't answer of what made her different from Joe Biden initially and it seemed like that meant there was no difference.",Kamala Harris,Michigan,-1,1,-1
"Number one, number two, Kamala Harris herself didn't show up for the Chicago Economic Club.",Kamala Harris,Michigan,-1,1,-1
She bailed out on time.,Kamala Harris,Michigan,-1,0,-1
The gender gap is helping her in Michigan.,Kamala Harris,Michigan,1,1,1
"Men are tied between the two candidates in Michigan in our poll, whereas Harris has an eight-point advantage with female voters in Michigan.",Kamala Harris,Michigan,1,1,1
Harris has a three-point edge with women.,Kamala Harris,Michigan,1,0,1
"And those categories are working for her, obviously she'd like to see them be even bigger advantages across these three states.",Kamala Harris,Michigan,1,1,1
"Shares your vision for the country, in Michigan, she's got a one-point advantage.",Kamala Harris,Michigan,1,1,1
"A brand new poll released today from Susquehanna University, well known for their Rust Belt polls specific to the state of Pennsylvania, now releasing their poll in the state of Michigan, showing Kamala Harris with a five point advantage across the battleground states, as a number of new polls have come to show Michigan as a state that has increasingly gotten better.",Kamala Harris,Michigan,1,1,1
Around September she had a three point lead across the state and this is around the time too that Kamala Harris' odds of winning the presidency were a lot higher than where they were today.,Kamala Harris,Michigan,1,1,1
"And looking at the top line data, just really much what we're getting from this point, is that Kamala Harris is doing well amongst independents and Democrats at large.",Kamala Harris,Michigan,1,1,1
"And so Kamala Harris doing this extensive outreach, I mean, the Michigan campaign, coordinated side from the Democrats, have probably seen nearly $100 million spent on this battleground state.",Kamala Harris,Michigan,1,-1,1
"And if Kamala Harris is to win the presidency, the pathway very much does rely on battleground states like Michigan.",Kamala Harris,Michigan,0,1,0
"And should she end up coming to a point where she needs to win a battleground state, if Michigan isn't there, they need to sub that out for a state like Georgia or a state like North Carolina.",Kamala Harris,Michigan,0,1,0
Some firms say Kamala Harris leads.,Kamala Harris,Michigan,1,0,1
"And so when you're looking at states like Michigan and you're looking at data points like these, it's all directing in a good sign and a good place for Kamala Harris.",Kamala Harris,Michigan,1,1,1
"But looking to Michigan right now, it very much does seem like Kamala Harris is in a strong enough position where we can say she will probably win that battleground state.",Kamala Harris,Michigan,1,1,1
"Assuming that happens, Kamala Harris again unlocks other pathways because the interesting thing about Michigan to is likely where Michigan goes.",Kamala Harris,Michigan,1,1,1
"Actually, no, Wisconsin would go to Kamala Harris, but Michigan would go to Kamala Harris, Wisconsin and Michigan together.",Kamala Harris,Michigan,1,-1,1
And so should Kamala Harris win Michigan: it does shed a good sign on Wisconsin and Pennsylvania being the states that she wins as well because let's say she wins those states.,Kamala Harris,Michigan,0,1,0
"If she wins Michigan by 5, she wins the election, right: which is why we're probably not going to see her win by 5.",Kamala Harris,Michigan,0,1,0
"But it is entirely possible that she wins the election with just 270 electoral votes relying on Wisconsin, relying on Michigan, relying on Pennsylvania.",Kamala Harris,Michigan,0,1,0
"Because Michigan is a three-point state, Kamala Harris I think does win the election on the backs of Wisconsin, Michigan to Pennsylvania, and it arguably even throw in Nevada.",Kamala Harris,Michigan,0,1,1
"I don't really feel confident that the former president won't say that already, but I do think we are in a really interesting position where Michigan could give us an earlier answer than we would expect, and also an answer that I think will show Kamala Harris in a good position based on some of these recent data points, which I think is a good sign for the coordinated Democratic effort at large.",Kamala Harris,Michigan,1,1,1
"So, all eyes on Michigan, 15 electoral votes really can make or break the Kamala Harris campaign.",Kamala Harris,Michigan,0,0,0
Do I think Kamala Harris would win Michigan today: the answer is yes.,Kamala Harris,Michigan,1,1,1
"Does she have the upper hand, the answer is yes, right: so, Michigan is right now in a position where it could be and likely is becoming the more reliable state for Kamala Harris based on the data points, based on what we've seen thus far.",Kamala Harris,Michigan,1,1,1
"Harris started, quote, like a rocket in Michigan, and now she's slipping.",Kamala Harris,Michigan,-1,-1,-1
"When Harris replaced Joe Biden as the Democratic nominee in July, Ms. Paul was hopeful as she saw the vice president go off like a rocket in Michigan.",Kamala Harris,Michigan,1,1,1
"But with less than a month to go before election day, Harris' honeymoon period in Michigan would be ending, leaving her pathway to victory less certain.",Kamala Harris,Michigan,-1,-1,-1
"So, let's talk about that, is Kamala Harris' honeymoon period over: i would say that the signs point to yes, to the extent that she had one.",Kamala Harris,Michigan,-1,0,-1
